"doc_id","sentences","env","soc","gov","action","specificity","cti","CVR","Year","Revenue","Industry","Class","Corporate_structure","Region","Employees","env_soc_ratio"
"doc_5411",18,0.277777777777778,0.388888888888889,0.222222222222222,0.2,0,1,37634328,2020,"1211495000","Trade","Large (C+)","Partnerships","Region Syddanmark",116,0.92
"doc_5412",21,0.428571428571429,0.142857142857143,0.0476190476190476,0.444444444444444,0.555555555555556,0,58142816,2021,"NULL","Trade","Medium (C)","Limited Liability Companies","Region Hovedstaden",100,1.25
"doc_5413",24,0.25,0.458333333333333,0.583333333333333,0,0,NA,31944678,2018,"459866721","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",13,0.857142857142857
"doc_5414",6,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0,1,58811211,2019,"5207927573","Trade","Large (C+)","Limited Liability Companies","Region Midtjylland",1071,1.125
"doc_5415",4,0.5,1,0.75,0,0,NA,19342735,2023,"616298000","Trade","Large (C+)","Limited Liability Companies","Region Midtjylland",135,0.75
"doc_5416",34,0.264705882352941,0.411764705882353,0.147058823529412,0.555555555555556,0.333333333333333,0.6,38750798,2021,"1097945000","Finance and Insurance","Unknown","Limited Liability Companies","Region Hovedstaden",1151,0.895833333333333
"doc_5417",35,0.485714285714286,0.571428571428571,0.257142857142857,0.647058823529412,0.0588235294117647,0.909090909090909,39926474,2022,"669814000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",636,0.945454545454546
"doc_5418",37,0.297297297297297,0.432432432432432,0.243243243243243,0.545454545454545,0.181818181818182,0.666666666666667,15129506,2022,"1400804000","Transport","Large (C+)","Limited Liability Companies","Region Midtjylland",270,0.905660377358491
"doc_5419",25,0.36,0.32,0.28,0.222222222222222,0,1,40296638,2019,"124,680,815,144,613","Manufacturing","Unknown","Limited Liability Companies","Region Hovedstaden",NA,1.03030303030303
"doc_542",34,0.676470588235294,0.235294117647059,0.117647058823529,0.521739130434783,0.0869565217391304,0.833333333333333,15690488,2021,"3812500000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",3865,1.35714285714286
"doc_5420",35,0.371428571428571,0.285714285714286,0.285714285714286,0.384615384615385,0,1,29973334,2022,"429121000","Information and Communication","Large (C+)","Limited Liability Companies","Region Hovedstaden",220,1.06666666666667
"doc_5421",5,0,0.2,0.8,NA,NA,NA,34230625,2023,"960835000","Information and Communication","Large (C+)","Partnerships","Region Hovedstaden",25,0.833333333333333
"doc_5422",26,0.0769230769230769,0.692307692307692,0.461538461538462,0,0,NA,28683944,2023,"949803000","Knowledge Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",192,0.636363636363636
"doc_5423",31,0.0967741935483871,0.709677419354839,0.451612903225806,0,0,NA,47395518,2020,"393418000","Construction","Large (C+)","Limited Liability Companies","Region Midtjylland",291,0.641509433962264
"doc_5424",11,0.272727272727273,0.818181818181818,0.727272727272727,0,0,NA,41867612,2021,"NULL","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",NA,0.7
"doc_5425",32,0.09375,0.6875,0.125,0,0,NA,35140328,2020,"1215897000","Services","Medium (C)","Limited Liability Companies","Region Midtjylland",1007,0.648148148148148
"doc_5426",4,0.25,0.5,1,0,0,NA,35634541,2022,"489,948,181,576,805","Information and Communication","Large (C+)","Limited Liability Companies","Region Hovedstaden",4,0.833333333333333
"doc_5427",38,0,0.842105263157895,0.0789473684210526,NA,NA,NA,40648321,2023,"281477000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",296,0.542857142857143
"doc_5428",9,0.333333333333333,0.555555555555556,0.555555555555556,0,0,NA,24994570,2018,"227962000","Services","Unknown","Limited Liability Companies","Region Hovedstaden",NA,0.857142857142857
"doc_5429",12,0.0833333333333333,0.5,0.666666666666667,0,0,NA,29842124,2023,"NULL","Finance and Insurance","Large (C+)","Partnerships","Region Hovedstaden",0,0.722222222222222
"doc_543",28,0.321428571428571,0.357142857142857,0.107142857142857,0.222222222222222,0,1,14211241,2023,"NULL","Agriculture","Medium (C)","Limited Liability Companies","Region Midtjylland",35,0.973684210526316
"doc_5430",1,0,0,0,NA,NA,NA,13590400,2019,"4446156000","Trade","Large (C+)","Limited Liability Companies","Region Midtjylland",1571,1
"doc_5431",9,0.444444444444444,0.222222222222222,0.333333333333333,0.5,0,1,33971419,2022,"652340000","Knowledge Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",453,1.18181818181818
"doc_5432",5,0.8,0.4,0.6,0.25,0,1,35445889,2023,"NULL","Finance and Insurance","Small (A-B)","Partnerships","Region Hovedstaden",0,1.28571428571429
"doc_5433",1,0,0,1,NA,NA,NA,76247218,2023,"603982000","Information and Communication","Large (C+)","Limited Liability Companies","Region Hovedstaden",316,1
"doc_5434",29,0.448275862068966,0.448275862068966,0.241379310344828,0.384615384615385,0.0769230769230769,0.8,25770684,2023,"391372375","Knowledge Services","Large (C+)","Limited Liability Companies","Region Midtjylland",263,1
"doc_5435",9,0.222222222222222,0.666666666666667,0.222222222222222,1,0,1,31058201,2020,"531720000","Real Estate","Large (C+)","Limited Liability Companies","Region Hovedstaden",245,0.733333333333334
"doc_5436",34,0.0882352941176471,0.382352941176471,0.205882352941176,0.333333333333333,0,1,34621713,2022,"488926000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",165,0.787234042553191
"doc_5437",5,0.6,1,0.4,0.333333333333333,0,1,31241316,2022,"2755217000","Manufacturing","Large (C+)","Limited Liability Companies","Region Syddanmark",998,0.8
"doc_5438",4,0.75,0.5,0.25,0.333333333333333,0,1,15000295,2023,"295757000","Trade","Large (C+)","Limited Liability Companies","Region Syddanmark",304,1.16666666666667
"doc_5439",26,0.461538461538462,0.538461538461538,0.346153846153846,0.583333333333333,0.166666666666667,0.714285714285714,73365716,2021,"419648000","Knowledge Services","Large (C+)","Limited Liability Companies","Region Sjælland",200,0.95
"doc_5440",12,0.416666666666667,0.5,0.416666666666667,0.2,0.2,0,28707258,2022,"390124989","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Syddanmark",125,0.944444444444445
"doc_5442",6,0.166666666666667,0.166666666666667,0.833333333333333,0,0,NA,32141846,2022,"4744589000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",0,1
"doc_5443",10,0.6,0.5,0.5,0,0,NA,26770254,2018,"35445000","Knowledge Services","Small (A-B)","Limited Liability Companies","Region Midtjylland",NA,1.06666666666667
"doc_5444",23,0.391304347826087,0.260869565217391,0.130434782608696,0.555555555555556,0.111111111111111,0.8,20544848,2022,"546424000","Real Estate","Unknown","Limited Liability Companies","Region Hovedstaden",24,1.10344827586207
"doc_5445",16,0.8125,0.1875,0.1875,0.230769230769231,0.153846153846154,1,32283853,2021,"529,623,120,603,028","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",145,1.52631578947368
"doc_5446",14,0.285714285714286,0.571428571428571,0.214285714285714,0,0,NA,15280778,2022,"59326256","Knowledge Services","Small (A-B)","Limited Liability Companies","Region Hovedstaden",29,0.818181818181818
"doc_5447",8,0.125,0.625,0.25,0,0,NA,41384964,2020,"421313058","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",1326,0.692307692307692
"doc_5448",31,0.258064516129032,0.258064516129032,0.290322580645161,0.375,0.25,0.333333333333333,27400396,2022,"1843916000","Real Estate","Large (C+)","Limited Liability Companies","Region Midtjylland",152,1
"doc_5449",27,0.407407407407407,0.333333333333333,0.185185185185185,0.272727272727273,0,1,34453969,2020,"NULL","Finance and Insurance","Small (A-B)","Partnerships","Region Hovedstaden",0,1.05555555555556
"doc_545",1,0,0,0,NA,NA,NA,19835901,2019,"500024843","Manufacturing","Large (C+)","Limited Liability Companies","Region Nordjylland",155,1
"doc_5450",33,0.0303030303030303,0.787878787878788,0.212121212121212,1,0,1,87929116,2022,"1033280000","Utilities","Large (C+)","Limited Liability Companies","Region Hovedstaden",608,0.576271186440678
"doc_5451",4,0.75,0.25,0,0.333333333333333,0,1,10206987,2020,"NULL","Utilities","Medium (C)","Limited Liability Companies","Region Hovedstaden",161,1.4
"doc_5452",32,0.4375,0.21875,0.125,0.642857142857143,0.0714285714285714,0.888888888888889,27045081,2019,"546101364","Transport","Large (C+)","Limited Liability Companies","Region Hovedstaden",268,1.17948717948718
"doc_5453",34,0.264705882352941,0.529411764705882,0.235294117647059,0,0,NA,38672452,2020,"326045208","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Syddanmark",50,0.826923076923077
"doc_5454",7,0.142857142857143,0.714285714285714,0.714285714285714,0,0,NA,33364598,2018,"NULL","Finance and Insurance","Large (C+)","Partnerships","Region Hovedstaden",NA,0.666666666666667
"doc_5455",42,0.261904761904762,0.523809523809524,0.238095238095238,0.181818181818182,0,1,42306487,2021,"1699130000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",1058,0.828125
"doc_5456",9,0.444444444444444,0.777777777777778,0.777777777777778,0,0,NA,35834540,2022,"428547540","Services","Large (C+)","Limited Liability Companies","NULL",233,0.8125
"doc_5457",13,0.769230769230769,0.692307692307692,0.384615384615385,0.3,0,1,87974618,2019,"2380000000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",1673,1.04545454545455
"doc_5458",36,0.222222222222222,0.25,0.0555555555555556,0.375,0.125,0.666666666666667,21533335,2021,"176685000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",58,0.977777777777778
"doc_5459",11,0.0909090909090909,0.181818181818182,0.272727272727273,0,0,NA,38069217,2020,"447447000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",331,0.923076923076923
"doc_546",1,0,1,1,NA,NA,NA,26564379,2019,"NULL","Finance and Insurance","Medium (C)","Limited Liability Companies","Region Syddanmark",60,0.5
"doc_5460",23,0.260869565217391,0.521739130434783,0.478260869565217,0,0,NA,30602102,2020,"NULL","Finance and Insurance","Unknown","Limited Liability Companies","Region Hovedstaden",NA,0.828571428571429
"doc_5461",47,0,0.702127659574468,0.191489361702128,NA,NA,NA,10154421,2020,"938014281","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",268,0.5875
"doc_5462",34,0.176470588235294,0.294117647058824,0.382352941176471,0.333333333333333,0.166666666666667,0.5,27400396,2020,"876389000","Real Estate","Large (C+)","Limited Liability Companies","Region Midtjylland",120,0.909090909090909
"doc_5463",2,0.5,0.5,0.5,0,0,NA,37611921,2018,"1615267000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Syddanmark",345,1
"doc_5464",2,1,1,1,0,0,NA,39261502,2022,"NULL","Finance and Insurance","Medium (C)","Limited Liability Companies","Region Hovedstaden",0,1
"doc_5465",4,0,1,0.25,NA,NA,NA,26249023,2022,"NULL","Transport","Small (A-B)","Limited Liability Companies","Region Midtjylland",28,0.5
"doc_5466",5,0.2,0.4,0.8,0,0,NA,32892973,2020,"6429858000","Knowledge Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",6927,0.857142857142857
"doc_5467",4,0.25,0.5,0.75,0,0,NA,26708672,2022,"31352000","Construction","Medium (C)","Limited Liability Companies","Region Hovedstaden",17,0.833333333333333
"doc_5468",16,0.375,0.0625,0,0.166666666666667,0,1,25690869,2022,"946434000","Manufacturing","Large (C+)","Limited Liability Companies","Region Midtjylland",1424,1.29411764705882
"doc_5469",26,0.192307692307692,0.730769230769231,0.461538461538462,0,0,NA,28892756,2022,"476515799","Finance and Insurance","Medium (C)","Limited Liability Companies","Region Syddanmark",87,0.688888888888889
"doc_547",23,0.521739130434783,0.304347826086957,0.391304347826087,0.166666666666667,0.0833333333333333,1,24257819,2018,"379000000","Trade","Large (C+)","Limited Liability Companies","Region Nordjylland",121,1.16666666666667
"doc_5470",27,0.222222222222222,0.666666666666667,0.518518518518518,0,0,NA,65724618,2020,"1092463000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",518,0.733333333333334
"doc_5471",8,0.125,0.625,0.25,0,0,NA,41384964,2021,"128044894","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",236,0.692307692307692
"doc_5472",30,0.366666666666667,0.333333333333333,0.233333333333333,0.545454545454545,0.0909090909090909,0.833333333333333,18334305,2023,"510121","Knowledge Services","Large (C+)","Limited Liability Companies","Region Midtjylland",402,1.025
"doc_5473",4,0.5,0.25,0.5,0,0,NA,17030744,2020,"84798000","Extractive Industries","Large (C+)","Limited Liability Companies","Region Nordjylland",142,1.2
"doc_5474",24,0.25,0.791666666666667,0.541666666666667,0.166666666666667,0,1,51488415,2019,"NULL","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Sjælland",NA,0.697674418604651
"doc_5475",3,0.666666666666667,0.666666666666667,0.666666666666667,0,0,NA,84097128,2021,"71787000","Transport","Small (A-B)","Limited Liability Companies","Region Midtjylland",93,1
"doc_5476",37,0.243243243243243,0.405405405405405,0.189189189189189,0.444444444444444,0.333333333333333,0.5,20213094,2022,"1011785000","Manufacturing","Large (C+)","Limited Liability Companies","Region Hovedstaden",932,0.884615384615385
"doc_5477",13,0.538461538461538,0.230769230769231,0.230769230769231,0.857142857142857,0.142857142857143,0.833333333333333,12625995,2020,"436007615","Transport","Large (C+)","Limited Liability Companies","Region Syddanmark",291,1.25
"doc_5478",1,0,0,0,NA,NA,NA,15150033,2022,"411897245","Trade","Small (A-B)","Limited Liability Companies","Region Hovedstaden",106,1
"doc_5479",29,0.103448275862069,0.517241379310345,0.448275862068966,0,0,NA,20341130,2021,"1140912000","Information and Communication","Large (C+)","Limited Liability Companies","Region Hovedstaden",956,0.727272727272727
"doc_548",29,0.379310344827586,0.413793103448276,0.206896551724138,0.272727272727273,0,1,25490339,2020,"555261000","Manufacturing","Large (C+)","Limited Liability Companies","Region Syddanmark",159,0.975609756097561
"doc_5480",36,0.222222222222222,0.361111111111111,0.25,0.375,0,1,34201196,2023,"NULL","Finance and Insurance","Medium (C)","Limited Liability Companies","Region Sjælland",89,0.897959183673469
"doc_5481",4,0.5,1,1,0,0,NA,39404532,2022,"441089551","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",157,0.75
"doc_5482",43,0.232558139534884,0.372093023255814,0.372093023255814,0.4,0.2,0.5,11909272,2022,"443005000","Trade","Large (C+)","Limited Liability Companies","Region Syddanmark",45,0.898305084745763
"doc_5483",32,0.21875,0.46875,0.28125,0.142857142857143,0,1,24431118,2019,"3388058000","Trade","Unknown","Limited Liability Companies","Region Midtjylland",NA,0.829787234042553
"doc_5484",4,0,1,0,NA,NA,NA,39378345,2021,"1558087504","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",289,0.5
"doc_5485",26,0,0.423076923076923,0.384615384615385,NA,NA,NA,28964080,2022,"1163565000","Trade","Large (C+)","Limited Liability Companies","Region Syddanmark",110,0.702702702702703
"doc_5486",13,0.538461538461538,0.615384615384615,0.538461538461538,0,0,NA,81876614,2018,"1214103000","Manufacturing","Large (C+)","Limited Liability Companies","Region Syddanmark",692,0.952380952380952
"doc_5487",1,1,1,1,0,0,NA,20958537,2021,"NULL","Finance and Insurance","Medium (C)","Limited Liability Companies","Region Syddanmark",47,1
"doc_5488",3,0.333333333333333,0.666666666666667,1,0,0,NA,26236231,2023,"616719000","Manufacturing","Large (C+)","Limited Liability Companies","Region Syddanmark",363,0.8
"doc_5489",1,1,1,1,0,0,NA,32651798,2020,"274096000","Utilities","Medium (C)","Limited Liability Companies","Region Nordjylland",NA,1
"doc_549",6,0.166666666666667,0.5,0.5,1,0,1,15897309,2019,"467957109","Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",101,0.777777777777778
"doc_5490",37,0,0.702702702702703,0.189189189189189,NA,NA,NA,10376718,2023,"340082000","Services","Large (C+)","Associations","Region Hovedstaden",NA,0.587301587301587
"doc_5491",21,0.714285714285714,0.238095238095238,0.142857142857143,0.6,0.266666666666667,0.555555555555556,13058946,2021,"212909000","Public and Social Services","Large (C+)","Foundations","Region Hovedstaden",172,1.38461538461538
"doc_5492",5,0.4,1,0.8,0,0.5,NA,26183162,2022,"NULL","Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",NA,0.7
"doc_5493",22,0.136363636363636,0.136363636363636,0.545454545454545,0,0,NA,25512979,2022,"474559000","Real Estate","Large (C+)","Partnerships","Region Syddanmark",107,1
"doc_5494",25,0.2,0.6,0.4,0,0,NA,63411914,2021,"492309000","Manufacturing","Large (C+)","Limited Liability Companies","Region Sjælland",NA,0.75
"doc_5495",8,0.375,0.75,0.5,0,0,NA,21265543,2019,"424227000","Knowledge Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",445,0.785714285714286
"doc_5496",5,0.4,0.4,1,0,0,NA,38477935,2020,"702952030","Knowledge Services","Large (C+)","Partnerships","Region Hovedstaden",333,1
"doc_5497",5,0.2,0.6,0.8,0,0,NA,29403457,2018,"NULL","Finance and Insurance","Unknown","Partnerships","Region Hovedstaden",NA,0.75
"doc_5498",6,0,0.833333333333333,0.5,NA,NA,NA,54334915,2019,"513133209","Services","Large (C+)","Associations","Region Midtjylland",233,0.545454545454545
"doc_5499",7,0,0.714285714285714,0.285714285714286,NA,NA,NA,78809019,2022,"NULL","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Nordjylland",172,0.583333333333333
"doc_55",29,0.103448275862069,0.551724137931034,0.344827586206897,0,0,NA,34605416,2022,"865251000","Services","Large (C+)","Limited Liability Companies","Region Sjælland",1738,0.711111111111111
"doc_550",35,0.0571428571428571,0.8,0.142857142857143,0.5,0,1,55700117,2022,"656,823,940,746,098","Transport","Large (C+)","Limited Liability Companies","Region Hovedstaden",58,0.587301587301587
"doc_5500",27,0.148148148148148,0.444444444444444,0.518518518518518,0.5,0,1,34094810,2023,"694309000","Manufacturing","Large (C+)","Limited Liability Companies","Region Hovedstaden",230,0.794871794871795
"doc_5501",1,0,0,1,NA,NA,NA,31370183,2022,"341,484,540,769,328","Trade","Medium (C)","Limited Liability Companies","Region Syddanmark",9,1
"doc_5502",5,0.4,0.4,0.4,0,0,NA,52195128,2018,"390432574","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",111,1
"doc_5503",33,0.0606060606060606,0.696969696969697,0.393939393939394,1,0,1,11812910,2023,"1487746000","Trade","Large (C+)","Limited Liability Companies","NULL",507,0.625
"doc_5504",6,0.166666666666667,0.833333333333333,0.5,0,0,NA,25578082,2020,"86,496,859,053,717","Services","Large (C+)","Limited Liability Companies","Region Hovedstaden",NA,0.636363636363636
"doc_5505",3,0.333333333333333,0.666666666666667,0.333333333333333,0,0,NA,35522131,2019,"786893000","Real Estate","Large (C+)","Limited Liability Companies","Region Midtjylland",48,0.8
"doc_5506",23,0.217391304347826,0.434782608695652,0,1,0,1,27546439,2022,"187008000","Real Estate","Medium (C)","Limited Liability Companies","Region Hovedstaden",64,0.848484848484849
"doc_5507",20,0.3,0.75,0.35,0.166666666666667,0,1,38473492,2020,"441,636,054,014,119","Finance and Insurance","Unknown","Limited Liability Companies","Region Hovedstaden",260,0.742857142857143
"doc_5508",49,0.26530612244898,0.183673469387755,0.244897959183673,0.384615384615385,0.153846153846154,1,82447016,2020,"386463648","Public and Social Services","Large (C+)","Foundations","Region Sjælland",272,1.06896551724138
"doc_5509",34,0.205882352941176,0.411764705882353,0.352941176470588,0.857142857142857,0.142857142857143,0.833333333333333,26293294,2023,"283701395","Knowledge Services","Medium (C)","Limited Liability Companies","Region Syddanmark",351,0.854166666666667
"doc_551",27,0.148148148148148,0.407407407407407,0.444444444444444,0,0,NA,13059136,2020,"299467467","Transport","Large (C+)","Limited Liability Companies","Region Syddanmark",174,0.815789473684211
"doc_5511",5,0.6,0.8,0.6,0,0,NA,38635212,2022,"339288000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",164,0.888888888888889
"doc_5512",1,0,1,1,NA,NA,NA,73233410,2023,"1121006000","Knowledge Services","Large (C+)","Limited Liability Companies","Region Syddanmark",958,0.5
"doc_5513",6,0.333333333333333,0.5,0.833333333333333,0.5,0,1,25690869,2021,"871834000","Manufacturing","Small (A-B)","Limited Liability Companies","Region Midtjylland",1242,0.888888888888889
"doc_5514",38,0.0789473684210526,0.684210526315789,0.342105263157895,0.333333333333333,0,1,26059976,2023,"NULL","Finance and Insurance","Small (A-B)","Limited Liability Companies","Region Midtjylland",NA,0.640625
"doc_5515",28,0.285714285714286,0.571428571428571,0.464285714285714,0.375,0,1,26382025,2023,"335621915","Real Estate","Large (C+)","Limited Liability Companies","Region Syddanmark",92,0.818181818181818
"doc_5516",4,0,0.5,0.5,NA,NA,NA,13414092,2019,"2054562000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Nordjylland",389,0.666666666666667
"doc_5517",9,0.333333333333333,0.444444444444444,0.333333333333333,0.333333333333333,0,1,10503248,2021,"1876107000","Transport","Large (C+)","Limited Liability Companies","Region Hovedstaden",476,0.923076923076923
"doc_5518",33,0.121212121212121,0.606060606060606,0.0909090909090909,0,0,NA,24984184,2022,"364681399","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",359,0.69811320754717
"doc_5519",23,0.434782608695652,0.391304347826087,0.130434782608696,0.5,0.1,0.8,11810543,2023,"4115015000","Transport","Large (C+)","Limited Liability Companies","Region Midtjylland",255,1.03125
"doc_552",20,0.8,0.05,0.1,0.4375,0.5625,0.285714285714286,21151084,2023,"1037520000","Transport","Large (C+)","Limited Liability Companies","Region Hovedstaden",442,1.71428571428571
"doc_5520",28,0.285714285714286,0.392857142857143,0.214285714285714,0.5,0.25,0.5,14248331,2023,"409274359","Trade","Large (C+)","Limited Liability Companies","Region Syddanmark",115,0.923076923076923
"doc_5521",18,0.277777777777778,0.277777777777778,0.5,0.2,0.2,0,27616127,2020,"452818000","Knowledge Services","Large (C+)","Limited Liability Companies","Region Sjælland",140,1
"doc_5522",22,0.0909090909090909,0.636363636363636,0.772727272727273,0.5,0,1,51457528,2018,"834021000","Services","Unknown","Limited Liability Companies","Region Hovedstaden",NA,0.666666666666667
"doc_5523",3,0,0.333333333333333,0.666666666666667,NA,NA,NA,34074097,2019,"28350000","Finance and Insurance","Small (A-B)","Limited Liability Companies","Region Hovedstaden",0,0.75
"doc_5524",8,0.25,0.375,0.375,0.5,0,1,28519958,2020,"990966609","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",23,0.909090909090909
"doc_5525",53,0.245283018867925,0.188679245283019,0.226415094339623,0.384615384615385,0.153846153846154,1,56990313,2019,"369228952","Transport","Large (C+)","Limited Liability Companies","Region Sjælland",217,1.04761904761905
"doc_5526",38,0.105263157894737,0.368421052631579,0.263157894736842,0,0,NA,71064719,2020,"NULL","Finance and Insurance","Unknown","Limited Liability Companies","Region Hovedstaden",NA,0.807692307692308
"doc_5527",10,0.4,0.4,0.4,0.25,0,1,41539518,2021,"240063000","Manufacturing","Medium (C)","Limited Liability Companies","Region Midtjylland",155,1
"doc_5528",1,0,0,1,NA,NA,NA,32319882,2023,"755758148","Information and Communication","Large (C+)","Limited Liability Companies","Region Hovedstaden",0,1
"doc_5529",11,0.181818181818182,0.636363636363636,0.636363636363636,0,0,NA,35814035,2020,"NULL","Finance and Insurance","Large (C+)","Partnerships","Region Hovedstaden",0,0.722222222222222
"doc_553",5,0.4,0.4,0.6,0,0,NA,12516479,2019,"5219517000","Manufacturing","Large (C+)","Limited Liability Companies","Region Hovedstaden",NA,1
"doc_5530",40,0.6,0.2,0.05,0.416666666666667,0.0416666666666667,0.9,36950676,2022,"2408816000","Utilities","Large (C+)","Limited Liability Companies","Region Hovedstaden",163,1.33333333333333
"doc_5531",2,0,0,0.5,NA,NA,NA,11783376,2021,"2853840000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",200,1
"doc_5532",12,0.0833333333333333,0.583333333333333,0.666666666666667,0,0,NA,30818172,2020,"NULL","Finance and Insurance","Large (C+)","Partnerships","Region Hovedstaden",0,0.684210526315789
"doc_5533",30,0.0666666666666667,0.633333333333333,0.6,0,0,NA,29193509,2021,"561998000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Syddanmark",470,0.653061224489796
"doc_5534",32,0.40625,0.5,0.28125,0.538461538461538,0,1,16926647,2022,"397493000","Manufacturing","Large (C+)","Limited Liability Companies","Region Sjælland",204,0.9375
"doc_5536",36,0.194444444444444,0.444444444444444,0.388888888888889,0.428571428571429,0.142857142857143,1,11363881,2019,"920918566","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",67,0.826923076923077
"doc_5537",19,0.157894736842105,0.526315789473684,0.473684210526316,0,0,NA,15704233,2023,"2737912000","Real Estate","Large (C+)","Limited Liability Companies","Region Nordjylland",80,0.758620689655172
"doc_5538",22,0.409090909090909,0.318181818181818,0.318181818181818,0.333333333333333,0,1,13222495,2020,"805815323","Manufacturing","Large (C+)","Limited Liability Companies","Region Syddanmark",185,1.06896551724138
"doc_5539",28,0.321428571428571,0.428571428571429,0.142857142857143,0.555555555555556,0.222222222222222,0.6,19098192,2019,"524075231","Trade","Large (C+)","Limited Liability Companies","Region Midtjylland",289,0.925
"doc_554",35,0,0.514285714285714,0.514285714285714,NA,NA,NA,30087216,2023,"908339000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Hovedstaden",614,0.660377358490566
"doc_5540",15,0,0,0.333333333333333,NA,NA,NA,81317216,2021,"242764000","Trade","Medium (C)","Limited Liability Companies","Region Syddanmark",221,1
"doc_5541",5,0.4,0.6,0.4,0,0,NA,16441341,2021,"519988172","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",66,0.875
"doc_5542",33,0.303030303030303,0.393939393939394,0.0606060606060606,0.5,0.1,1,35210571,2023,"784336000","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Nordjylland",702,0.934782608695652
"doc_5543",8,0.25,0.375,0.5,0,0,NA,40216324,2020,"122982850","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Midtjylland",684,0.909090909090909
"doc_5544",26,0.0769230769230769,0.653846153846154,0.192307692307692,1,0,1,15111283,2023,"282962000","Manufacturing","Medium (C)","Limited Liability Companies","Region Hovedstaden",249,0.651162790697674
"doc_5546",31,0.225806451612903,0.483870967741935,0.32258064516129,0.285714285714286,0,1,29800758,2018,"608593000","Knowledge Services","Large (C+)","Limited Liability Companies","Region Midtjylland",37,0.826086956521739
"doc_5547",25,0.36,0.64,0.24,0,0,NA,21791733,2019,"NULL","Construction","Medium (C)","Limited Liability Companies","Region Midtjylland",147,0.829268292682927
"doc_5548",26,0.269230769230769,0.576923076923077,0.269230769230769,0.428571428571429,0.428571428571429,0,45810011,2020,"406807000","Manufacturing","Large (C+)","Limited Liability Companies","Region Midtjylland",141,0.804878048780488
"doc_5549",31,0.161290322580645,0.483870967741935,0.32258064516129,0.6,0.2,0.666666666666667,41208104,2021,"715194436","Finance and Insurance","Large (C+)","Limited Liability Companies","Region Syddanmark",155,0.782608695652174
"doc_555",3,0,0,0,NA,NA,NA,41225440,2021,"NULL","Finance and Insurance","Small (A-B)","Limited Liability Companies","Region Hovedstaden",NA,1
"doc_5550",16,0.0625,0.75,0.25,0,0,NA,29143269,2019,"474719954","Services","Large (C+)","Limited Liability Companies","Region Syddanmark",322,0.607142857142857
"doc_5551",3,0.333333333333333,1,1,0,0,NA,50574911,2019,"4689275000","Trade","Large (C+)","Limited Liability Companies","Region Hovedstaden",1811,0.666666666666667
"doc_5552",6,0.333333333333333,0.5,0.333333333333333,0,0,NA,30895843,2021,"288897000","Services","Medium (C)","Limited Liability Companies","Region Hovedstaden",NA,0.888888888888889
